agegroup,gender,education,country,ethnicity,neuroticism,extraversion,opentoexperience,agreeableness,conscientiousness,impulsiveness,sensation,caffeine,chocolate,nicotine,alcohol,amphetamine,amylnitrite,benzodiaz,cannabis,cocaine,crack,ecstasy,heroin,ketamine,legalhighs,LSD,methadone,mushrooms,volatiles,any,severity,UseLevel
25-34,male,-0.05921,UK,White,0.41667,-0.80615,-0.84732,-1.21213,1.30612,0.19268,-1.18084,6.0,6.0,6.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,TRUE,18.0,high
25-34,female,-0.05921,USA,White,2.46262,0.16767,0.14143,-1.21213,-1.5184,1.86203,1.92173,6.0,0.0,6.0,4.0,3.0,0.0,3.0,5.0,3.0,1.0,2.0,3.0,0.0,3.0,2.0,6.0,2.0,2.0,TRUE,41.0,high
25-34,male,-1.7379,UK,White,0.41667,-1.37639,0.14143,0.76096,-0.40581,-0.21712,1.2247,6.0,6.0,3.0,6.0,3.0,2.0,2.0,6.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,TRUE,29.0,high
18-24,male,-0.61113,USA,White,-0.79151,0.32197,1.88511,-1.07533,-0.78155,-0.21712,0.40148,5.0,5.0,0.0,3.0,3.0,0.0,3.0,6.0,3.0,0.0,3.0,0.0,3.0,5.0,3.0,0.0,3.0,0.0,TRUE,32.0,high
45-54,male,-1.7379,UK,White,0.13606,-1.09207,-0.45174,-1.6209,-0.65253,1.86203,1.2247,6.0,6.0,6.0,5.0,2.0,2.0,0.0,6.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,TRUE,28.0,high
18-24,male,-0.05921,UK,White,-1.69163,-0.80615,-1.27553,1.81866,-0.14277,-0.21712,-0.84637,4.0,4.0,6.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,TRUE,22.0,high
35-44,female,1.16365,UK,White,-0.79151,1.2861,0.14143,-1.07533,1.13407,-0.21712,1.2247,6.0,5.0,3.0,4.0,2.0,1.0,0.0,4.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,TRUE,28.0,high
25-34,male,-0.61113,USA,White,-0.34799,0.32197,1.88511,0.76096,-1.13788,0.88113,0.40148,6.0,5.0,6.0,5.0,3.0,0.0,5.0,2.0,3.0,3.0,0.0,5.0,0.0,0.0,2.0,3.0,2.0,0.0,TRUE,34.0,high
35-44,female,-0.61113,USA,White,1.8399,-1.92173,-2.39883,1.11406,0.25953,-0.21712,-1.54858,6.0,6.0,6.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,TRUE,15.0,high
45-54,female,0.45468,UK,White,1.02119,-0.94779,-0.58331,-0.91699,0.41594,-0.21712,-1.54858,6.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
25-34,female,-1.22751,UK,White,-0.46725,0.00332,-1.55521,0.13136,0.41594,0.52975,1.2247,6.0,6.0,6.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,8.0,low
18-24,male,-1.7379,Canada,Mixed-White/Black,0.52135,0.80523,0.58331,-1.07533,-1.13788,0.52975,1.2247,5.0,5.0,6.0,5.0,4.0,2.0,3.0,5.0,5.0,4.0,3.0,5.0,2.0,0.0,2.0,4.0,2.0,1.0,TRUE,48.0,high
45-54,female,-0.05921,UK,White,-0.46725,0.96248,2.15324,-0.91699,-0.00665,1.86203,1.2247,6.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TRUE,3.0,low
45-54,female,1.16365,UK,White,0.41667,0.47617,-0.17779,-0.15487,0.25953,-0.21712,-1.18084,6.0,6.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,TRUE,18.0,high
55-64,male,-0.61113,UK,White,0.41667,-0.69509,-1.42424,-1.47955,-0.14277,0.52975,-0.52593,6.0,4.0,6.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,TRUE,10.0,low
45-54,female,-0.05921,UK,White,-0.58016,0.32197,0.14143,-1.34289,0.93949,0.19268,-0.21575,6.0,5.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,TRUE,5.0,low
18-24,female,-0.61113,USA,White,1.72012,-1.6334,-0.17779,1.61108,0.41594,0.52975,1.2247,6.0,6.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,TRUE,12.0,low
18-24,male,-0.61113,Other,Mixed-Black/Asian,0.04257,-0.30033,-0.17779,-2.07848,-2.04506,1.29221,1.2247,6.0,6.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,4.0,TRUE,30.0,high
45-54,male,1.16365,UK,Asian,-0.92104,0.80523,-0.31776,0.94156,0.25953,-1.37983,-1.54858,6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
55-64,male,1.16365,UK,White,-0.58016,1.74091,-1.97495,-1.07533,1.63088,0.88113,0.40148,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,3.0,low
35-44,male,-0.05921,UK,White,-2.05048,1.45421,-0.01928,0.28783,0.93949,0.52975,0.07987,6.0,6.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,8.0,low
25-34,male,0.45468,Australia,White,-0.34799,0.16767,0.7233,-0.45321,-0.78155,0.88113,0.40148,6.0,6.0,5.0,6.0,5.0,3.0,5.0,6.0,3.0,0.0,3.0,0.0,2.0,3.0,4.0,0.0,4.0,0.0,TRUE,43.0,high
35-44,male,1.98437,UK,White,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,6.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2.0,low
18-24,male,-0.61113,USA,White,-0.58016,1.11406,0.7233,0.59042,-0.00665,-0.21712,-0.52593,6.0,6.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,4.0,5.0,0.0,TRUE,29.0,high
25-34,female,0.45468,UK,White,-0.46725,-0.57545,-1.68062,0.43852,-0.52745,-0.71126,-1.18084,6.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1.0,low
45-54,female,1.98437,UK,White,-0.79151,0.16767,0.29338,-0.01729,0.93949,-1.37983,-2.07848,6.0,5.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
35-44,female,0.45468,UK,White,0.04257,-0.15487,0.88309,-0.30172,0.58489,0.19268,-0.84637,6.0,6.0,1.0,5.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,TRUE,14.0,high
18-24,male,0.45468,USA,White,-0.14882,0.32197,0.58331,0.94156,-0.00665,1.29221,0.7654,6.0,6.0,6.0,4.0,4.0,0.0,3.0,6.0,3.0,0.0,3.0,0.0,3.0,4.0,4.0,0.0,4.0,6.0,TRUE,46.0,high
25-34,male,-0.05921,UK,White,2.127,-1.37639,0.14143,-0.30172,-1.64101,1.29221,-0.21575,6.0,5.0,0.0,6.0,2.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,5.0,2.0,0.0,TRUE,31.0,high
18-24,female,1.16365,Other,White,-0.79151,-0.15487,-0.17779,-0.45321,-0.40581,-0.21712,1.2247,5.0,5.0,6.0,6.0,0.0,3.0,0.0,6.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,TRUE,25.0,high
25-34,male,-1.7379,UK,White,-0.46725,0.00332,-0.17779,-0.60633,0.41594,0.52975,-0.84637,5.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,TRUE,18.0,high
25-34,male,-1.7379,UK,White,-0.24649,1.74091,0.88309,1.2861,0.41594,0.52975,1.92173,6.0,6.0,6.0,5.0,1.0,2.0,3.0,6.0,4.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,TRUE,33.0,high
18-24,male,-1.7379,Other,White,0.52135,-0.80615,-0.97631,-0.76096,-0.27607,0.52975,0.40148,6.0,4.0,6.0,5.0,3.0,4.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,TRUE,26.0,high
35-44,female,1.16365,UK,White,-0.24649,-0.15487,-1.27553,0.43852,1.46191,-0.21712,-0.84637,6.0,6.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,4.0,low
18-24,female,-2.43591,UK,White,0.31287,0.00332,-0.17779,1.2861,-0.00665,0.19268,-0.21575,6.0,5.0,6.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,TRUE,31.0,high
45-54,female,1.16365,UK,White,0.73545,-0.69509,0.44585,0.28783,-1.38502,-0.71126,0.7654,6.0,5.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,TRUE,9.0,low
35-44,female,1.16365,UK,White,-0.46725,1.11406,0.88309,0.28783,0.41594,-2.55524,-0.21575,6.0,5.0,6.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,TRUE,18.0,high
35-44,female,1.16365,UK,White,-1.86962,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,6.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2.0,low
18-24,male,0.45468,USA,White,0.41667,-0.30033,0.44585,-0.91699,0.25953,0.52975,0.40148,5.0,5.0,5.0,5.0,2.0,0.0,3.0,6.0,3.0,0.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,TRUE,44.0,high
25-34,male,0.45468,Canada,White,0.04257,-0.94779,-0.84732,-0.45321,-0.65253,0.19268,1.2247,6.0,6.0,5.0,6.0,2.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,5.0,0.0,3.0,3.0,3.0,TRUE,39.0,high
18-24,male,-0.61113,USA,White,-0.14882,-0.15487,1.24033,0.94156,-0.14277,0.88113,1.92173,6.0,5.0,6.0,6.0,3.0,0.0,3.0,6.0,2.0,0.0,3.0,0.0,0.0,2.0,4.0,5.0,3.0,2.0,TRUE,39.0,high
35-44,male,-0.61113,UK,White,0.91093,-0.69509,1.24033,-0.30172,0.25953,-0.21712,0.07987,4.0,6.0,6.0,4.0,2.0,1.0,6.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,6.0,3.0,0.0,TRUE,52.0,high
45-54,female,0.45468,Other,Black,0.22393,0.80523,-0.01928,0.76096,0.41594,0.19268,0.07987,6.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
45-54,female,0.45468,UK,White,-1.05308,1.2861,-0.84732,0.94156,-0.14277,-0.21712,-0.52593,6.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
35-44,female,-0.05921,UK,White,0.62967,0.47617,0.44585,-0.60633,-0.89891,1.29221,0.40148,6.0,5.0,6.0,5.0,4.0,1.0,4.0,4.0,2.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,4.0,0.0,TRUE,37.0,high
25-34,male,-0.61113,UK,White,0.62967,-0.57545,-0.31776,-0.45321,-1.13788,1.29221,0.7654,6.0,4.0,6.0,5.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,TRUE,14.0,high
45-54,male,0.45468,UK,White,-0.14882,-0.69509,0.44585,0.13136,-0.14277,-0.21712,-0.52593,6.0,5.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,3.0,low
18-24,male,1.16365,UK,White,-0.92104,1.11406,-0.01928,0.28783,0.41594,0.19268,1.2247,6.0,4.0,6.0,5.0,2.0,3.0,4.0,6.0,4.0,0.0,5.0,0.0,3.0,3.0,2.0,0.0,2.0,3.0,TRUE,43.0,high
18-24,male,-0.61113,UK,White,1.49158,-1.23177,0.7233,-2.35413,-1.92173,0.88113,0.07987,5.0,5.0,6.0,5.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,TRUE,24.0,high
18-24,female,0.45468,UK,White,1.23461,0.63779,0.7233,-0.15487,-0.00665,-0.71126,-0.21575,6.0,5.0,5.0,6.0,0.0,2.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,TRUE,21.0,high
55-64,female,-0.05921,UK,White,0.04257,-0.69509,-1.11902,-0.45321,-0.40581,-1.37983,-2.07848,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
45-54,male,-0.05921,UK,Asian,-0.14882,0.00332,-0.58331,-0.45321,-1.25773,-1.37983,-1.54858,6.0,4.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,4.0,low
18-24,male,-0.61113,Other,White,-0.24649,1.58487,-0.01928,-1.21213,2.04506,-0.21712,0.7654,5.0,6.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,12.0,low
18-24,male,-0.61113,USA,White,0.73545,0.47617,-0.71727,-1.47955,-0.52745,1.86203,0.7654,5.0,5.0,6.0,3.0,0.0,0.0,3.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,TRUE,29.0,high
35-44,female,-0.05921,UK,Black,-0.92104,0.96248,-0.84732,1.45039,0.93949,-1.37983,-1.54858,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
18-24,female,0.45468,UK,White,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,-0.71126,0.07987,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
18-24,female,-0.61113,USA,White,-2.05048,-0.94779,0.14143,-0.01729,-0.65253,0.19268,0.40148,6.0,6.0,4.0,3.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,TRUE,25.0,high
45-54,male,-1.22751,UK,White,-1.55078,0.96248,-0.01928,0.43852,0.93949,0.19268,0.40148,6.0,5.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,5.0,low
18-24,female,-0.61113,USA,White,0.91093,-0.30033,-0.01928,-0.01729,-0.40581,-0.21712,-0.21575,5.0,5.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,4.0,3.0,0.0,TRUE,20.0,high
18-24,male,-0.61113,UK,White,0.73545,1.2861,1.43533,0.94156,-0.89891,1.29221,1.2247,6.0,6.0,6.0,6.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,TRUE,29.0,high
18-24,male,0.45468,USA,White,1.37297,-0.69509,2.90161,3.46436,-0.78155,0.88113,1.92173,2.0,6.0,6.0,5.0,6.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,3.0,2.0,3.0,2.0,3.0,1.0,TRUE,41.0,high
35-44,female,0.45468,USA,White,-0.34799,-1.09207,0.29338,-0.30172,1.30612,-0.21712,-0.21575,6.0,5.0,1.0,6.0,1.0,0.0,2.0,6.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,TRUE,20.0,high
25-34,male,0.45468,UK,White,-0.24649,0.16767,-0.31776,-1.21213,0.7583,1.29221,0.40148,3.0,6.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TRUE,5.0,low
18-24,male,-1.22751,UK,White,-0.92104,0.47617,0.44585,0.59042,-0.00665,0.19268,0.40148,5.0,4.0,4.0,6.0,2.0,2.0,0.0,6.0,3.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,2.0,TRUE,31.0,high
35-44,male,1.16365,UK,White,-0.05188,0.16767,0.29338,-0.15487,0.12331,0.52975,0.40148,6.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,7.0,low
65+,male,-0.61113,Canada,White,-1.32828,-0.43999,-0.97631,0.13136,0.12331,1.29221,-0.21575,6.0,6.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
25-34,female,1.16365,UK,White,0.13606,0.32197,0.58331,-0.76096,-0.52745,-2.55524,-0.84637,5.0,6.0,4.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,TRUE,11.0,low
25-34,female,1.16365,UK,White,-0.58016,-0.43999,-1.55521,0.76096,-0.52745,-1.37983,-2.07848,0.0,5.0,2.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
18-24,male,0.45468,USA,Other,-2.75696,1.93886,0.88309,0.28783,2.33337,-0.71126,0.07987,6.0,5.0,2.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,8.0,low
25-34,male,0.45468,USA,White,-0.46725,0.96248,-0.01928,0.43852,-0.00665,0.88113,1.92173,6.0,5.0,4.0,5.0,2.0,0.0,4.0,4.0,3.0,0.0,2.0,0.0,2.0,3.0,2.0,4.0,3.0,1.0,TRUE,34.0,high
35-44,male,0.45468,UK,Black,-0.67825,0.32197,-0.84732,1.81866,-0.40581,-0.71126,-1.18084,6.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,4.0,low
55-64,female,-0.05921,UK,White,-0.79151,-0.57545,0.29338,0.28783,-1.13788,1.86203,0.40148,6.0,5.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,8.0,low
18-24,female,-0.61113,USA,White,-0.05188,1.2861,1.43533,0.76096,2.04506,0.52975,1.2247,6.0,4.0,6.0,6.0,3.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,TRUE,24.0,high
25-34,female,0.45468,UK,White,0.04257,1.74091,0.58331,0.13136,-0.14277,1.29221,1.2247,6.0,6.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,TRUE,10.0,low
18-24,male,-2.43591,UK,White,1.98437,-1.37639,0.29338,-1.92595,-1.64101,-0.21712,0.07987,0.0,4.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,TRUE,10.0,low
18-24,male,-0.61113,USA,White,1.02119,-0.80615,0.29338,2.23427,-0.65253,0.52975,0.07987,6.0,5.0,6.0,6.0,3.0,0.0,6.0,1.0,3.0,3.0,3.0,2.0,0.0,2.0,4.0,6.0,2.0,3.0,TRUE,44.0,high
18-24,female,-0.61113,USA,White,0.04257,-0.43999,-0.01928,-0.91699,-0.65253,-1.37983,-0.21575,6.0,4.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,TRUE,11.0,low
18-24,male,1.16365,USA,White,1.37297,-0.80615,0.88309,-0.01729,0.25953,-0.21712,0.7654,5.0,5.0,3.0,4.0,2.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,TRUE,24.0,high
35-44,male,-0.05921,UK,White,0.13606,-0.30033,0.14143,-0.15487,-0.27607,-0.21712,-0.84637,6.0,6.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TRUE,8.0,low
25-34,female,0.45468,UK,White,-0.46725,-1.50796,-0.71727,-0.60633,-0.65253,-2.55524,-1.54858,6.0,4.0,5.0,5.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,TRUE,15.0,high
25-34,female,1.16365,UK,Black,-1.32828,0.47617,-0.01928,1.11406,0.12331,-1.37983,-1.54858,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
35-44,male,-0.05921,USA,White,1.8399,-0.94779,0.14143,-1.47955,-1.25773,0.88113,-0.52593,6.0,3.0,6.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,5.0,3.0,3.0,2.0,1.0,TRUE,37.0,high
18-24,male,-0.61113,USA,White,0.31287,-0.15487,1.88511,0.28783,-1.5184,1.29221,0.7654,4.0,6.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,TRUE,12.0,low
25-34,male,-0.61113,USA,White,0.82562,-0.43999,0.58331,-0.76096,-0.52745,0.88113,1.2247,5.0,4.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,TRUE,17.0,high
45-54,male,0.45468,UK,White,1.02119,-0.30033,-0.71727,-0.60633,-0.00665,-1.37983,-1.18084,6.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
18-24,male,-0.61113,USA,White,-0.92104,0.47617,0.44585,0.43852,0.41594,-0.71126,-0.52593,4.0,5.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,TRUE,20.0,high
18-24,male,-0.61113,USA,White,0.91093,-0.80615,0.14143,0.59042,-0.14277,-0.21712,0.7654,6.0,6.0,5.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,TRUE,11.0,low
18-24,male,-0.61113,USA,Other,-0.24649,0.00332,-0.31776,0.76096,-0.78155,-1.37983,1.92173,6.0,4.0,6.0,5.0,4.0,0.0,4.0,6.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,TRUE,39.0,high
25-34,female,1.98437,UK,White,-0.79151,0.96248,-0.31776,1.81866,1.46191,-0.71126,0.07987,6.0,5.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,3.0,low
35-44,female,-0.05921,USA,White,0.04257,-0.80615,-0.84732,-0.15487,-1.13788,0.52975,-1.18084,6.0,5.0,0.0,4.0,5.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TRUE,16.0,high
18-24,male,-0.61113,USA,White,-0.24649,0.63779,0.29338,-0.45321,-0.00665,1.29221,1.2247,6.0,6.0,6.0,5.0,3.0,0.0,5.0,6.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,5.0,3.0,0.0,TRUE,46.0,high
18-24,male,-0.61113,RepublicofIreland,White,-0.46725,-0.43999,1.06238,0.13136,-1.38502,-0.21712,0.7654,6.0,5.0,6.0,5.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,TRUE,19.0,high
25-34,female,0.45468,Australia,White,0.13606,-2.32338,0.29338,-1.07533,-0.89891,-0.71126,-0.52593,5.0,4.0,4.0,6.0,2.0,0.0,3.0,3.0,3.0,0.0,5.0,2.0,5.0,4.0,2.0,5.0,3.0,0.0,TRUE,41.0,high
45-54,male,1.98437,USA,White,0.13606,0.32197,0.44585,-0.91699,-0.00665,0.19268,0.40148,6.0,6.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,TRUE,18.0,high
45-54,male,-0.05921,USA,White,0.41667,-0.15487,-0.17779,-1.92595,-1.0145,0.52975,0.40148,6.0,6.0,1.0,5.0,6.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,TRUE,24.0,high
25-34,female,0.45468,UK,White,0.73545,-0.30033,-0.31776,0.43852,-0.40581,-1.37983,-0.21575,6.0,6.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,7.0,low
18-24,female,-1.22751,USA,White,1.8399,-0.94779,0.88309,0.13136,-0.89891,-0.71126,-0.52593,4.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,TRUE,9.0,low
25-34,female,0.45468,UK,White,-0.05188,1.11406,0.88309,0.13136,-0.00665,0.52975,0.07987,6.0,6.0,2.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,7.0,low
18-24,male,-0.05921,UK,White,0.73545,1.11406,0.44585,-1.07533,-0.27607,0.88113,1.92173,6.0,6.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,10.0,low
